Source,Target,Weight
162,174,0.7071067811865475
162,179,1.0
162,180,0.7071067811865475
163,164,1.0
163,166,0.7071067811865475
163,175,0.7071067811865475
163,179,0.7071067811865475
163,180,1.0
163,181,0.7071067811865475
164,165,1.0
164,167,0.7071067811865475
164,176,0.7071067811865475
164,180,0.7071067811865475
164,181,1.0
164,182,0.7071067811865475
165,168,0.7071067811865475
165,177,0.7071067811865475
165,181,0.7071067811865475
165,182,1.0
165,183,0.7071067811865475
166,167,1.0
166,170,0.7071067811865475
166,179,0.7071067811865475
166,180,1.0
166,181,0.7071067811865475
166,184,1.0
166,185,0.7071067811865475
166,198,0.7071067811865475
167,168,1.0
167,170,1.0
167,171,0.7071067811865475
167,180,0.7071067811865475
167,181,1.0
167,182,0.7071067811865475
167,184,0.7071067811865475
167,185,1.0
167,186,0.7071067811865475
167,189,0.7071067811865475
167,199,0.7071067811865475
168,169,1.0
168,170,0.7071067811865475
168,171,1.0
168,172,0.7071067811865475
168,181,0.7071067811865475
168,182,1.0
168,183,0.7071067811865475
168,185,0.7071067811865475
168,186,1.0
168,187,0.7071067811865475
168,190,0.7071067811865475
168,200,0.7071067811865475
169,171,0.7071067811865475
169,172,1.0
169,182,0.7071067811865475
169,183,1.0
169,186,0.7071067811865475
169,187,1.0
169,188,0.7071067811865475
169,191,0.7071067811865475
169,201,0.7071067811865475
170,171,1.0
170,173,0.7071067811865475
170,185,0.7071067811865475
170,189,1.0
170,190,0.7071067811865475
171,172,1.0
171,173,1.0
171,186,0.7071067811865475
171,189,0.7071067811865475
171,190,1.0
171,191,0.7071067811865475
171,193,0.7071067811865475
172,173,0.7071067811865475
172,187,0.7071067811865475
172,190,0.7071067811865475
172,191,1.0
172,192,0.7071067811865475
172,194,0.7071067811865475
173,190,0.7071067811865475
173,193,1.0
173,194,0.7071067811865475
174,175,1.0
174,178,1.0
174,179,1.0
174,180,0.7071067811865475
174,197,0.7071067811865475
175,176,1.0
175,179,0.7071067811865475
175,180,1.0
175,181,0.7071067811865475
175,198,0.7071067811865475
176,177,1.0
176,180,0.7071067811865475
176,181,1.0
176,182,0.7071067811865475
176,199,0.7071067811865475
177,181,0.7071067811865475
177,182,1.0
177,183,0.7071067811865475
177,200,0.7071067811865475
178,179,0.7071067811865475
179,180,1.0
179,197,1.0
179,198,0.7071067811865475
180,181,1.0
180,184,0.7071067811865475
180,197,0.7071067811865475
180,198,1.0
180,199,0.7071067811865475
181,182,1.0
181,185,0.7071067811865475
181,198,0.7071067811865475
181,199,1.0
181,200,0.7071067811865475
182,183,1.0
182,186,0.7071067811865475
182,199,0.7071067811865475
182,200,1.0
182,201,0.7071067811865475
183,187,0.7071067811865475
183,200,0.7071067811865475
183,201,1.0
184,185,1.0
184,189,0.7071067811865475
184,197,0.7071067811865475
184,198,1.0
184,199,0.7071067811865475
184,202,1.0
184,203,0.7071067811865475
185,186,1.0
185,189,1.0
185,190,0.7071067811865475
185,198,0.7071067811865475
185,199,1.0
185,200,0.7071067811865475
185,202,0.7071067811865475
185,203,1.0
185,204,0.7071067811865475
185,207,0.7071067811865475
186,187,1.0
186,189,0.7071067811865475
186,190,1.0
186,191,0.7071067811865475
186,199,0.7071067811865475
186,200,1.0
186,201,0.7071067811865475
186,203,0.7071067811865475
186,204,1.0
186,205,0.7071067811865475
186,208,0.7071067811865475
187,188,1.0
187,190,0.7071067811865475
187,191,1.0
187,192,0.7071067811865475
187,200,0.7071067811865475
187,201,1.0
187,204,0.7071067811865475
187,205,1.0
187,206,0.7071067811865475
187,209,0.7071067811865475
188,191,0.7071067811865475
188,192,1.0
188,201,0.7071067811865475
188,205,0.7071067811865475
188,206,1.0
188,210,0.7071067811865475
189,190,1.0
189,193,0.7071067811865475
189,203,0.7071067811865475
189,207,1.0
189,208,0.7071067811865475
190,191,1.0
190,193,1.0
190,194,0.7071067811865475
190,204,0.7071067811865475
190,207,0.7071067811865475
190,208,1.0
190,209,0.7071067811865475
190,212,0.7071067811865475
191,192,1.0
191,193,0.7071067811865475
191,194,1.0
191,195,0.7071067811865475
191,205,0.7071067811865475
191,208,0.7071067811865475
191,209,1.0
191,210,0.7071067811865475
191,213,0.7071067811865475
192,194,0.7071067811865475
192,195,1.0
192,206,0.7071067811865475
192,209,0.7071067811865475
192,210,1.0
192,211,0.7071067811865475
192,214,0.7071067811865475
193,194,1.0
193,196,0.7071067811865475
193,208,0.7071067811865475
193,212,1.0
193,213,0.7071067811865475
194,195,1.0
194,196,1.0
194,209,0.7071067811865475
194,212,0.7071067811865475
194,213,1.0
194,214,0.7071067811865475
194,216,0.7071067811865475
195,196,0.7071067811865475
195,210,0.7071067811865475
195,213,0.7071067811865475
195,214,1.0
195,215,0.7071067811865475
195,217,0.7071067811865475
196,213,0.7071067811865475
196,216,1.0
196,217,0.7071067811865475
197,198,1.0
198,199,1.0
198,202,0.7071067811865475
199,200,1.0
199,203,0.7071067811865475
200,201,1.0
200,204,0.7071067811865475
201,205,0.7071067811865475
202,203,1.0
202,207,0.7071067811865475
203,204,1.0
203,207,1.0
203,208,0.7071067811865475
204,205,1.0
204,207,0.7071067811865475
204,208,1.0
204,209,0.7071067811865475
205,206,1.0
205,208,0.7071067811865475
205,209,1.0
205,210,0.7071067811865475
206,209,0.7071067811865475
206,210,1.0
206,211,0.7071067811865475
207,208,1.0
207,212,0.7071067811865475
208,209,1.0
208,212,1.0
208,213,0.7071067811865475
209,210,1.0
209,212,0.7071067811865475
209,213,1.0
209,214,0.7071067811865475
210,211,1.0
210,213,0.7071067811865475
210,214,1.0
210,215,0.7071067811865475
211,214,0.7071067811865475
211,215,1.0
212,213,1.0
212,216,0.7071067811865475
213,214,1.0
213,216,1.0
213,217,0.7071067811865475
214,215,1.0
214,216,0.7071067811865475
214,217,1.0
214,218,0.7071067811865475
215,217,0.7071067811865475
215,218,1.0
216,217,1.0
216,219,0.7071067811865475
217,218,1.0
217,219,1.0
218,219,0.7071067811865475
