Source,Target,Weight
44,59,0.7071067811865475
44,62,0.7071067811865475
45,46,1.0
45,48,0.7071067811865475
45,49,1.0
45,50,0.7071067811865475
45,58,0.7071067811865475
45,59,1.0
45,60,0.7071067811865475
45,63,0.7071067811865475
46,47,1.0
46,49,0.7071067811865475
46,50,1.0
46,51,0.7071067811865475
46,59,0.7071067811865475
46,60,1.0
46,61,0.7071067811865475
46,64,0.7071067811865475
46,172,0.7071067811865475
46,173,0.7071067811865475
47,50,0.7071067811865475
47,51,1.0
47,60,0.7071067811865475
47,61,1.0
47,65,0.7071067811865475
47,171,0.7071067811865475
47,172,1.0
47,173,1.0
47,191,0.7071067811865475
47,193,0.7071067811865475
47,194,1.0
47,195,0.7071067811865475
47,196,0.7071067811865475
48,49,1.0
48,52,0.7071067811865475
48,58,0.7071067811865475
48,62,1.0
48,63,0.7071067811865475
49,50,1.0
49,52,1.0
49,53,0.7071067811865475
49,59,0.7071067811865475
49,62,0.7071067811865475
49,63,1.0
49,64,0.7071067811865475
49,67,0.7071067811865475
50,51,1.0
50,52,0.7071067811865475
50,53,1.0
50,54,0.7071067811865475
50,60,0.7071067811865475
50,63,0.7071067811865475
50,64,1.0
50,65,0.7071067811865475
50,68,0.7071067811865475
50,118,0.7071067811865475
51,53,0.7071067811865475
51,54,1.0
51,55,0.7071067811865475
51,61,0.7071067811865475
51,64,0.7071067811865475
51,65,1.0
51,66,0.7071067811865475
51,69,0.7071067811865475
51,123,0.7071067811865475
51,172,0.7071067811865475
51,192,0.7071067811865475
51,194,0.7071067811865475
51,195,1.0
52,53,1.0
52,56,0.7071067811865475
52,63,0.7071067811865475
52,67,1.0
52,68,0.7071067811865475
52,118,0.7071067811865475
53,54,1.0
53,56,1.0
53,64,0.7071067811865475
53,67,0.7071067811865475
53,68,1.0
53,69,0.7071067811865475
53,71,0.7071067811865475
53,118,1.0
53,123,0.7071067811865475
53,132,0.7071067811865475
53,138,0.7071067811865475
54,55,1.0
54,56,0.7071067811865475
54,65,0.7071067811865475
54,68,0.7071067811865475
54,69,1.0
54,70,0.7071067811865475
54,72,0.7071067811865475
54,118,0.7071067811865475
54,123,1.0
54,127,0.7071067811865475
54,137,0.7071067811865475
54,138,1.0
54,143,0.7071067811865475
54,195,0.7071067811865475
55,66,0.7071067811865475
55,69,0.7071067811865475
55,70,1.0
55,73,0.7071067811865475
55,123,0.7071067811865475
55,127,1.0
55,138,0.7071067811865475
55,142,0.7071067811865475
55,143,1.0
55,147,0.7071067811865475
55,192,0.7071067811865475
55,195,1.0
55,211,0.7071067811865475
55,214,0.7071067811865475
55,215,1.0
55,218,0.7071067811865475
56,68,0.7071067811865475
56,71,1.0
56,72,0.7071067811865475
56,118,0.7071067811865475
56,132,1.0
56,137,0.7071067811865475
56,138,1.0
56,154,0.7071067811865475
57,58,1.0
57,62,0.7071067811865475
58,59,1.0
58,62,1.0
58,63,0.7071067811865475
58,76,0.7071067811865475
59,60,1.0
59,62,0.7071067811865475
59,63,1.0
59,64,0.7071067811865475
59,77,0.7071067811865475
60,61,1.0
60,63,0.7071067811865475
60,64,1.0
60,65,0.7071067811865475
60,78,0.7071067811865475
61,64,0.7071067811865475
61,65,1.0
61,66,0.7071067811865475
61,79,0.7071067811865475
61,173,0.7071067811865475
61,194,0.7071067811865475
61,196,1.0
62,63,1.0
62,67,0.7071067811865475
62,76,1.0
62,77,0.7071067811865475
63,64,1.0
63,67,1.0
63,68,0.7071067811865475
63,76,0.7071067811865475
63,77,1.0
63,78,0.7071067811865475
63,81,0.7071067811865475
64,65,1.0
64,67,0.7071067811865475
64,68,1.0
64,69,0.7071067811865475
64,77,0.7071067811865475
64,78,1.0
64,79,0.7071067811865475
64,82,0.7071067811865475
65,66,1.0
65,68,0.7071067811865475
65,69,1.0
65,70,0.7071067811865475
65,78,0.7071067811865475
65,79,1.0
65,80,0.7071067811865475
65,83,0.7071067811865475
65,195,0.7071067811865475
65,196,0.7071067811865475
66,69,0.7071067811865475
66,70,1.0
66,79,0.7071067811865475
66,80,1.0
66,84,0.7071067811865475
66,194,0.7071067811865475
66,195,1.0
66,196,1.0
66,214,0.7071067811865475
66,216,0.7071067811865475
66,217,1.0
66,218,0.7071067811865475
66,219,0.7071067811865475
67,68,1.0
67,71,0.7071067811865475
67,77,0.7071067811865475
67,81,1.0
67,82,0.7071067811865475
68,69,1.0
68,71,1.0
68,72,0.7071067811865475
68,78,0.7071067811865475
68,81,0.7071067811865475
68,82,1.0
68,83,0.7071067811865475
68,86,0.7071067811865475
69,70,1.0
69,71,0.7071067811865475
69,72,1.0
69,73,0.7071067811865475
69,79,0.7071067811865475
69,82,0.7071067811865475
69,83,1.0
69,84,0.7071067811865475
69,87,0.7071067811865475
69,138,0.7071067811865475
70,72,0.7071067811865475
70,73,1.0
70,74,0.7071067811865475
70,80,0.7071067811865475
70,83,0.7071067811865475
70,84,1.0
70,85,0.7071067811865475
70,88,0.7071067811865475
70,143,0.7071067811865475
70,195,0.7071067811865475
70,215,0.7071067811865475
70,217,0.7071067811865475
70,218,1.0
71,72,1.0
71,75,0.7071067811865475
71,82,0.7071067811865475
71,86,1.0
71,87,0.7071067811865475
71,138,0.7071067811865475
72,73,1.0
72,75,1.0
72,83,0.7071067811865475
72,86,0.7071067811865475
72,87,1.0
72,88,0.7071067811865475
72,90,0.7071067811865475
72,138,1.0
72,143,0.7071067811865475
72,154,0.7071067811865475
72,160,0.7071067811865475
73,74,1.0
73,75,0.7071067811865475
73,84,0.7071067811865475
73,87,0.7071067811865475
73,88,1.0
73,89,0.7071067811865475
73,91,0.7071067811865475
73,138,0.7071067811865475
73,143,1.0
73,147,0.7071067811865475
73,159,0.7071067811865475
73,160,1.0
73,165,0.7071067811865475
73,218,0.7071067811865475
74,85,0.7071067811865475
74,88,0.7071067811865475
74,89,1.0
74,92,0.7071067811865475
74,143,0.7071067811865475
74,147,1.0
74,150,0.7071067811865475
74,160,0.7071067811865475
74,164,0.7071067811865475
74,165,1.0
74,215,0.7071067811865475
74,218,1.0
75,87,0.7071067811865475
75,90,1.0
75,91,0.7071067811865475
75,138,0.7071067811865475
75,154,1.0
75,159,0.7071067811865475
75,160,1.0
75,177,0.7071067811865475
76,77,1.0
76,81,0.7071067811865475
77,78,1.0
77,81,1.0
77,82,0.7071067811865475
77,94,0.7071067811865475
78,79,1.0
78,81,0.7071067811865475
78,82,1.0
78,83,0.7071067811865475
78,95,0.7071067811865475
79,80,1.0
79,82,0.7071067811865475
79,83,1.0
79,84,0.7071067811865475
79,96,0.7071067811865475
80,83,0.7071067811865475
80,84,1.0
80,85,0.7071067811865475
80,97,0.7071067811865475
80,196,0.7071067811865475
80,217,0.7071067811865475
80,219,1.0
81,82,1.0
81,86,0.7071067811865475
81,94,1.0
81,95,0.7071067811865475
82,83,1.0
82,86,1.0
82,87,0.7071067811865475
82,94,0.7071067811865475
82,95,1.0
82,96,0.7071067811865475
82,100,0.7071067811865475
83,84,1.0
83,86,0.7071067811865475
83,87,1.0
83,88,0.7071067811865475
83,95,0.7071067811865475
83,96,1.0
83,97,0.7071067811865475
83,101,0.7071067811865475
84,85,1.0
84,87,0.7071067811865475
84,88,1.0
84,89,0.7071067811865475
84,96,0.7071067811865475
84,97,1.0
84,98,0.7071067811865475
84,102,0.7071067811865475
84,218,0.7071067811865475
84,219,0.7071067811865475
85,88,0.7071067811865475
85,89,1.0
85,97,0.7071067811865475
85,98,1.0
85,103,0.7071067811865475
85,217,0.7071067811865475
85,218,1.0
85,219,1.0
86,87,1.0
86,90,0.7071067811865475
86,95,0.7071067811865475
86,100,1.0
86,101,0.7071067811865475
87,88,1.0
87,90,1.0
87,91,0.7071067811865475
87,96,0.7071067811865475
87,100,0.7071067811865475
87,101,1.0
87,102,0.7071067811865475
87,105,0.7071067811865475
88,89,1.0
88,90,0.7071067811865475
88,91,1.0
88,92,0.7071067811865475
88,97,0.7071067811865475
88,101,0.7071067811865475
88,102,1.0
88,103,0.7071067811865475
88,106,0.7071067811865475
88,160,0.7071067811865475
89,91,0.7071067811865475
89,92,1.0
89,98,0.7071067811865475
89,99,0.7071067811865475
89,102,0.7071067811865475
89,103,1.0
89,107,0.7071067811865475
89,165,0.7071067811865475
89,218,0.7071067811865475
90,91,1.0
90,93,0.7071067811865475
90,101,0.7071067811865475
90,105,1.0
90,106,0.7071067811865475
90,160,0.7071067811865475
91,92,1.0
91,93,1.0
91,102,0.7071067811865475
91,105,0.7071067811865475
91,106,1.0
91,107,0.7071067811865475
91,109,0.7071067811865475
91,160,1.0
91,165,0.7071067811865475
91,177,0.7071067811865475
91,183,0.7071067811865475
92,93,0.7071067811865475
92,103,0.7071067811865475
92,104,0.7071067811865475
92,106,0.7071067811865475
92,107,1.0
92,110,0.7071067811865475
92,150,0.7071067811865475
92,160,0.7071067811865475
92,165,1.0
92,169,0.7071067811865475
92,182,0.7071067811865475
92,183,1.0
93,106,0.7071067811865475
93,109,1.0
93,110,0.7071067811865475
93,160,0.7071067811865475
93,177,1.0
93,182,0.7071067811865475
93,183,1.0
93,201,0.7071067811865475
94,95,1.0
94,100,0.7071067811865475
95,96,1.0
95,100,1.0
95,101,0.7071067811865475
95,113,0.7071067811865475
96,97,1.0
96,100,0.7071067811865475
96,101,1.0
96,102,0.7071067811865475
96,114,0.7071067811865475
97,98,1.0
97,101,0.7071067811865475
97,102,1.0
97,103,0.7071067811865475
97,115,0.7071067811865475
98,99,0.7071067811865475
98,102,0.7071067811865475
98,103,1.0
98,116,0.7071067811865475
98,219,0.7071067811865475
99,103,1.0
99,104,1.0
99,107,0.7071067811865475
99,112,1.0
99,116,0.7071067811865475
99,117,0.7071067811865475
100,101,1.0
100,105,0.7071067811865475
100,113,1.0
100,114,0.7071067811865475
101,102,1.0
101,105,1.0
101,106,0.7071067811865475
101,113,0.7071067811865475
101,114,1.0
101,115,0.7071067811865475
101,119,0.7071067811865475
102,103,1.0
102,105,0.7071067811865475
102,106,1.0
102,107,0.7071067811865475
102,114,0.7071067811865475
102,115,1.0
102,116,0.7071067811865475
102,120,0.7071067811865475
103,104,0.7071067811865475
103,106,0.7071067811865475
103,107,1.0
103,112,0.7071067811865475
103,115,0.7071067811865475
103,116,1.0
103,121,0.7071067811865475
104,107,1.0
104,108,1.0
104,110,0.7071067811865475
104,112,0.7071067811865475
104,117,1.0
104,118,0.7071067811865475
104,121,0.7071067811865475
104,122,0.7071067811865475
104,169,0.7071067811865475
105,106,1.0
105,109,0.7071067811865475
105,114,0.7071067811865475
105,119,1.0
105,120,0.7071067811865475
106,107,1.0
106,109,1.0
106,110,0.7071067811865475
106,115,0.7071067811865475
106,119,0.7071067811865475
106,120,1.0
106,121,0.7071067811865475
106,124,0.7071067811865475
107,108,0.7071067811865475
107,109,0.7071067811865475
107,110,1.0
107,116,0.7071067811865475
107,117,0.7071067811865475
107,120,0.7071067811865475
107,121,1.0
107,125,0.7071067811865475
107,183,0.7071067811865475
108,110,1.0
108,111,0.7071067811865475
108,117,0.7071067811865475
108,122,1.0
108,123,0.7071067811865475
108,125,0.7071067811865475
108,126,0.7071067811865475
108,169,1.0
108,172,0.7071067811865475
108,183,0.7071067811865475
108,187,0.7071067811865475
108,188,1.0
108,192,0.7071067811865475
109,110,1.0
109,111,0.7071067811865475
109,120,0.7071067811865475
109,124,1.0
109,125,0.7071067811865475
109,183,0.7071067811865475
110,111,1.0
110,121,0.7071067811865475
110,122,0.7071067811865475
110,124,0.7071067811865475
110,125,1.0
110,128,0.7071067811865475
110,169,0.7071067811865475
110,183,1.0
110,188,0.7071067811865475
110,201,0.7071067811865475
111,125,0.7071067811865475
111,126,0.7071067811865475
111,128,1.0
111,183,0.7071067811865475
111,187,0.7071067811865475
111,188,1.0
111,201,1.0
111,206,0.7071067811865475
112,116,1.0
112,117,1.0
112,118,0.7071067811865475
112,121,0.7071067811865475
112,131,0.7071067811865475
113,114,1.0
113,119,0.7071067811865475
114,115,1.0
114,119,1.0
114,120,0.7071067811865475
114,133,0.7071067811865475
115,116,1.0
115,119,0.7071067811865475
115,120,1.0
115,121,0.7071067811865475
115,134,0.7071067811865475
116,117,0.7071067811865475
116,120,0.7071067811865475
116,121,1.0
116,135,0.7071067811865475
117,118,1.0
117,121,1.0
117,122,1.0
117,123,0.7071067811865475
117,125,0.7071067811865475
117,131,1.0
117,132,0.7071067811865475
117,135,0.7071067811865475
117,136,0.7071067811865475
118,122,0.7071067811865475
118,123,1.0
118,131,0.7071067811865475
118,132,1.0
118,137,0.7071067811865475
119,120,1.0
119,124,0.7071067811865475
119,133,1.0
119,134,0.7071067811865475
120,121,1.0
120,124,1.0
120,125,0.7071067811865475
120,133,0.7071067811865475
120,134,1.0
120,135,0.7071067811865475
120,139,0.7071067811865475
121,122,0.7071067811865475
121,124,0.7071067811865475
121,125,1.0
121,131,0.7071067811865475
121,134,0.7071067811865475
121,135,1.0
121,140,0.7071067811865475
122,123,1.0
122,125,1.0
122,126,1.0
122,127,0.7071067811865475
122,128,0.7071067811865475
122,131,0.7071067811865475
122,136,1.0
122,137,0.7071067811865475
122,140,0.7071067811865475
122,141,0.7071067811865475
122,188,0.7071067811865475
123,126,0.7071067811865475
123,127,1.0
123,132,0.7071067811865475
123,136,0.7071067811865475
123,137,1.0
123,138,0.7071067811865475
123,142,0.7071067811865475
123,192,0.7071067811865475
124,125,1.0
124,128,0.7071067811865475
124,134,0.7071067811865475
124,139,1.0
124,140,0.7071067811865475
125,126,0.7071067811865475
125,128,1.0
125,135,0.7071067811865475
125,136,0.7071067811865475
125,139,0.7071067811865475
125,140,1.0
125,144,0.7071067811865475
126,127,1.0
126,128,1.0
126,129,1.0
126,136,0.7071067811865475
126,141,1.0
126,142,0.7071067811865475
126,144,0.7071067811865475
126,145,0.7071067811865475
126,188,1.0
126,192,0.7071067811865475
126,206,0.7071067811865475
126,211,0.7071067811865475
127,129,0.7071067811865475
127,137,0.7071067811865475
127,141,0.7071067811865475
127,142,1.0
127,143,0.7071067811865475
127,146,0.7071067811865475
127,188,0.7071067811865475
127,192,1.0
127,195,0.7071067811865475
127,210,0.7071067811865475
127,211,1.0
127,215,0.7071067811865475
128,129,0.7071067811865475
128,140,0.7071067811865475
128,141,0.7071067811865475
128,144,1.0
128,188,0.7071067811865475
129,141,0.7071067811865475
129,145,1.0
129,146,0.7071067811865475
129,188,0.7071067811865475
129,206,1.0
129,210,0.7071067811865475
129,211,1.0
130,145,0.7071067811865475
130,146,1.0
130,147,0.7071067811865475
130,148,1.0
130,149,0.7071067811865475
130,163,0.7071067811865475
130,211,0.7071067811865475
131,132,1.0
131,135,1.0
131,136,1.0
131,137,0.7071067811865475
131,140,0.7071067811865475
131,152,0.7071067811865475
132,136,0.7071067811865475
132,137,1.0
132,138,0.7071067811865475
132,153,0.7071067811865475
133,134,1.0
133,139,0.7071067811865475
134,135,1.0
134,139,1.0
134,140,0.7071067811865475
134,155,0.7071067811865475
135,136,0.7071067811865475
135,139,0.7071067811865475
135,140,1.0
135,156,0.7071067811865475
136,137,1.0
136,140,1.0
136,141,1.0
136,142,0.7071067811865475
136,144,0.7071067811865475
136,152,1.0
136,153,0.7071067811865475
136,156,0.7071067811865475
136,157,0.7071067811865475
137,138,1.0
137,141,0.7071067811865475
137,142,1.0
137,143,0.7071067811865475
137,152,0.7071067811865475
137,153,1.0
137,154,0.7071067811865475
137,158,0.7071067811865475
138,142,0.7071067811865475
138,143,1.0
138,153,0.7071067811865475
138,154,1.0
138,159,0.7071067811865475
139,140,1.0
139,144,0.7071067811865475
139,155,1.0
139,156,0.7071067811865475
140,141,0.7071067811865475
140,144,1.0
140,152,0.7071067811865475
140,155,0.7071067811865475
140,156,1.0
140,161,0.7071067811865475
141,142,1.0
141,144,1.0
141,145,1.0
141,146,0.7071067811865475
141,152,0.7071067811865475
141,157,1.0
141,158,0.7071067811865475
141,161,0.7071067811865475
141,162,0.7071067811865475
142,143,1.0
142,145,0.7071067811865475
142,146,1.0
142,147,0.7071067811865475
142,153,0.7071067811865475
142,157,0.7071067811865475
142,158,1.0
142,159,0.7071067811865475
142,163,0.7071067811865475
142,211,0.7071067811865475
143,146,0.7071067811865475
143,147,1.0
143,154,0.7071067811865475
143,158,0.7071067811865475
143,159,1.0
143,160,0.7071067811865475
143,164,0.7071067811865475
143,215,0.7071067811865475
144,145,0.7071067811865475
144,156,0.7071067811865475
144,157,0.7071067811865475
144,161,1.0
145,146,1.0
145,157,0.7071067811865475
145,162,1.0
145,163,0.7071067811865475
145,211,0.7071067811865475
146,147,1.0
146,148,0.7071067811865475
146,158,0.7071067811865475
146,162,0.7071067811865475
146,163,1.0
146,164,0.7071067811865475
146,211,1.0
146,215,0.7071067811865475
147,149,0.7071067811865475
147,159,0.7071067811865475
147,163,0.7071067811865475
147,164,1.0
147,165,0.7071067811865475
147,211,0.7071067811865475
147,215,1.0
147,218,0.7071067811865475
148,149,1.0
148,151,0.7071067811865475
148,162,0.7071067811865475
148,163,1.0
148,164,0.7071067811865475
148,166,1.0
148,167,0.7071067811865475
148,180,0.7071067811865475
149,150,1.0
149,151,1.0
149,163,0.7071067811865475
149,164,1.0
149,165,0.7071067811865475
149,166,0.7071067811865475
149,167,1.0
149,168,0.7071067811865475
149,170,0.7071067811865475
149,181,0.7071067811865475
150,151,0.7071067811865475
150,164,0.7071067811865475
150,165,1.0
150,167,0.7071067811865475
150,168,1.0
150,169,0.7071067811865475
150,171,0.7071067811865475
150,182,0.7071067811865475
151,167,0.7071067811865475
151,170,1.0
151,171,0.7071067811865475
152,153,1.0
152,156,1.0
152,157,1.0
152,158,0.7071067811865475
152,161,0.7071067811865475
152,174,0.7071067811865475
153,154,1.0
153,157,0.7071067811865475
153,158,1.0
153,159,0.7071067811865475
153,175,0.7071067811865475
154,158,0.7071067811865475
154,159,1.0
154,160,0.7071067811865475
154,176,0.7071067811865475
155,156,1.0
155,161,0.7071067811865475
156,157,0.7071067811865475
156,161,1.0
156,178,0.7071067811865475
157,158,1.0
157,161,1.0
157,162,1.0
157,163,0.7071067811865475
157,174,1.0
157,175,0.7071067811865475
157,178,0.7071067811865475
157,179,0.7071067811865475
158,159,1.0
158,162,0.7071067811865475
158,163,1.0
158,164,0.7071067811865475
158,174,0.7071067811865475
158,175,1.0
158,176,0.7071067811865475
158,180,0.7071067811865475
159,160,1.0
159,163,0.7071067811865475
159,164,1.0
159,165,0.7071067811865475
159,175,0.7071067811865475
159,176,1.0
159,177,0.7071067811865475
159,181,0.7071067811865475
160,164,0.7071067811865475
160,165,1.0
160,176,0.7071067811865475
160,177,1.0
160,182,0.7071067811865475
161,162,0.7071067811865475
161,174,0.7071067811865475
161,178,1.0
162,163,1.0
