Source,Target,Weight
0,6,0.10825317547305482
0,7,0.13975424859373686
0,8,0.15309310892394862
0,9,0.15309310892394862
1,3,0.13975424859373686
1,4,0.15309310892394862
1,5,0.125
1,6,0.13975424859373686
1,7,0.1875
1,8,0.21650635094610965
1,9,0.1767766952966369
2,4,0.10825317547305482
2,7,0.15309310892394862
2,8,0.1875
2,9,0.13975424859373686
3,7,0.125
3,8,0.13975424859373686
3,9,0.13975424859373686
5,7,0.13975424859373686
5,8,0.1767766952966369
5,9,0.125
6,8,0.13975424859373686
8,9,0.125
