Source,Target,Weight
237,0,0.35355339059327373
237,1,0.4082482904638631
237,2,0.35355339059327373
237,3,0.35355339059327373
237,4,0.5
237,5,0.5
237,6,0.4082482904638631
237,7,0.7071067811865475
237,8,0.35355339059327373
237,9,0.3333333333333333
